# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Field_ID","Elevation","Latitude","Longitude","Location","Slope"
"36556","459.17047","-11.026006","-8.69587","Rural_Akatsi","3.5356965"
"21026","689.879","-8.047742","-7.011144","Rural_Akatsi","12.036003"
"20779","680.05005","-9.841008","-0.7181977","Rural_Sokoto","1.9294587"
"42558","770.18756","-5.641702","-4.659735","Rural_Kilimani","7.614794"
"6660","768.82184","-3.8439305","-0.9794653","Rural_Kilimani","5.0275955"
"14398","746.7498","-3.6411743","-0.56504077","Rural_Kilimani","2.553003"
"7330","530.631","-1.2531569","-3.9164739","Rural_Kilimani","15.18068"
"40376","904.1912","-7.727838","-6.3174334","Rural_Akatsi","42.477123"
"4855","790.7851","-7.5881615","-0.5425177","Rural_Sokoto","33.711464"
"44016","668.8469","-5.844458","-2.488511","Rural_Hawassa","14.157809"
"29028","623.66113","-14.887384","-6.173286","Rural_Hawassa","4.1246443"
"21155","737.1681","-7.831469","-3.263305","Rural_Hawassa","18.709253"
"9447","525.3842","0.26075605","-3.565114","Rural_Kilimani","36.889824"
"11570","602.4487","-5.75885","-8.2318945","Rural_Amanzi","14.06344"
"5688","773.7714","-4.136801","-1.5110098","Rural_Kilimani","17.475237"
"34826","796.44446","-7.4394736","-6.231846","Rural_Hawassa","23.486315"
"42965","874.5884","-7.1781435","-7.7544055","Rural_Akatsi","20.04028"
"22091","489.95352","-1.5325099","-5.204794","Rural_Kilimani","23.698463"
"34551","362.7507","-11.476575","-7.9886456","Rural_Akatsi","3.3069782"
"29643","393.69748","-12.621021","-8.299464","Rural_Akatsi","4.2143826"
"27036","317.19836","-9.859031","-3.5065541","Rural_Hawassa","10.596356"
"9738","577.583","-6.5158067","-0.4479208","Rural_Sokoto","8.397207"
"19849","676.0542","-8.701068","-5.204794","Rural_Hawassa","24.231682"
"24873","483.94836","-0.14475636","-3.227268","Rural_Kilimani","3.5856297"
"29518","614.2358","-7.5656333","-2.1957111","Rural_Sokoto","4.8814907"
"12203","634.5237","-9.349888","-2.3804004","Rural_Hawassa","3.5601125"
"18644","338.43475","-12.229026","-8.641814","Rural_Akatsi","7.981026"
"15119","608.1277","-7.403428","-5.245335","Rural_Hawassa","5.83556"
"8879","668.4095","-8.097305","-7.99315","Rural_Akatsi","11.379527"
"42430","649.1858","-6.1823854","-7.1823196","Rural_Amanzi","11.758632"
"23815","374.45523","-11.066557","-8.921101","Rural_Akatsi","23.314842"
"13745","743.4772","-8.1378565","-3.8128679","Rural_Hawassa","13.972545"
"4729","533.50653","-10.201464","-5.479575","Rural_Hawassa","36.957676"
"1866","429.6794","-0.59082","-3.9119694","Rural_Kilimani","10.363134"
"28028","638.26935","-6.8537335","-0.23169932","Rural_Sokoto","9.697887"
"16233","442.31607","-10.679068","-7.493138","Rural_Hawassa","7.906821"
"12154","641.44617","-5.72731","-7.93459","Rural_Amanzi","5.3720555"
"35731","677.46655","-7.601679","-5.236326","Rural_Hawassa","12.327495"
"4408","363.7375","-11.305359","-7.272412","Rural_Hawassa","9.799233"
"2710","239.25795","-12.877846","-6.524646","Rural_Hawassa","7.6238174"
"35697","767.3484","-6.448221","-7.6462946","Rural_Amanzi","10.849078"
"40492","666.95984","-2.7400358","-4.299366","Rural_Kilimani","12.911469"
"2982","534.1084","-5.88501","-0.889373","Rural_Sokoto","18.776329"
"25166","837.23285","-1.8704369","-3.3624065","Rural_Kilimani","31.039873"
"43403","620.09814","-6.304039","-2.8759081","Rural_Hawassa","9.491573"
"9270","500.32855","-7.259246","-1.4434406","Rural_Sokoto","3.0449567"
"44739","708.3541","-7.8900433","-0.7181977","Rural_Sokoto","12.764147"
"40056","570.6675","-5.916549","-3.7948494","Rural_Hawassa","25.662413"
"3211","917.1353","-3.6411743","-2.8083389","Rural_Kilimani","16.941868"
"42113","551.5326","-13.91866","-6.4705906","Rural_Hawassa","5.2290335"
"37002","703.3599","-7.6602526","-5.794898","Rural_Hawassa","7.259696"
"6747","396.17255","-9.859031","-3.9254832","Rural_Hawassa","7.230681"
"32051","1022.13354","-4.4612103","-4.150714","Rural_Kilimani","12.563234"
"297","812.96906","-8.214453","-0.0695332","Rural_Sokoto","11.302348"
"10159","799.35675","-4.407142","-5.029114","Rural_Kilimani","6.5312996"
"24293","794.1614","-8.9263525","0.025063708","Rural_Sokoto","1.9820317"
"34278","639.4631","-9.120097","-1.4659637","Rural_Sokoto","5.4345727"
"5576","842.554","-8.358635","0.101642154","Rural_Sokoto","3.698488"
"14831","611.71234","-8.669528","-4.1372","Rural_Hawassa","14.459661"
"3673","795.9156","-3.4203954","-0.66864693","Rural_Kilimani","11.987268"
"23808","842.5878","-7.655747","-0.3533239","Rural_Sokoto","18.014141"
"33969","641.85486","-5.6957703","-1.9344436","Rural_Hawassa","10.20253"
"25089","832.8712","-3.7673337","-0.9118961","Rural_Kilimani","7.9627376"
"24095","508.8209","-7.0159388","-0.6641423","Rural_Sokoto","12.644486"
"31079","235.23508","-12.45431","-7.376018","Rural_Akatsi","10.051492"
"20033","746.5847","-4.7585864","-5.880486","Rural_Kilimani","10.3004055"
"17951","840.87164","-4.1548233","-4.619194","Rural_Kilimani","7.839346"
"30870","629.72546","-10.039259","-9.533729","Rural_Akatsi","16.705343"
"26848","385.8537","-10.615988","-5.984092","Rural_Hawassa","3.3845272"
"36977","293.50955","-13.049062","-7.2273655","Rural_Hawassa","2.4684594"
"1444","644.47266","-1.1134804","-6.3985167","Rural_Kilimani","5.4385824"
"22812","735.7917","-7.601679","-0.20917624","Rural_Sokoto","10.967901"
"1232","749.7395","-3.1365366","-0.92541","Rural_Kilimani","8.029209"
"40519","708.6726","-7.926089","-5.9885964","Rural_Hawassa","5.388003"
"43930","656.48004","-6.8402166","-6.1687813","Rural_Amanzi","9.558772"
"30912","401.50967","-10.809732","-8.2814455","Rural_Akatsi","25.353107"
"14757","585.0743","-8.444243","-4.95704","Rural_Hawassa","0.37514654"
"28811","778.28925","-7.205178","-7.984141","Rural_Akatsi","3.876205"
"10385","653.0688","-7.8089404","-1.3938899","Rural_Sokoto","6.338085"
"15207","747.023","-3.807885","-0.42539775","Rural_Kilimani","12.005184"
"31266","586.2007","-1.1900772","-4.0155754","Rural_Kilimani","39.819324"
"5504","667.496","-8.065765","0.61967283","Rural_Sokoto","5.9822187"
"10592","748.20746","-4.1548233","-1.3353299","Rural_Kilimani","13.152989"
"18005","613.4636","-5.925561","-1.0965853","Rural_Sokoto","11.118365"
"16235","688.63477","-14.585504","-5.9480553","Rural_Hawassa","2.5060813"
"19108","402.39825","-12.427276","-8.794971","Rural_Akatsi","17.431797"
"42085","630.41345","-9.277797","-0.05601935","Rural_Sokoto","2.244286"
"40028","723.94275","-8.90833","-7.4435873","Rural_Akatsi","18.0124"
"16100","684.0361","-2.559808","-2.8488803","Rural_Kilimani","5.9594846"
"564","431.3645","-9.327359","-7.083218","Rural_Akatsi","20.883362"
"29861","860.88916","-4.8487","-3.6281786","Rural_Kilimani","12.278118"
"8909","698.92773","-7.9531226","-7.4480915","Rural_Akatsi","17.939735"
"2111","833.18524","-2.4066143","-0.9794653","Rural_Kilimani","19.479332"
"43576","411.26138","-9.877054","-6.8760056","Rural_Akatsi","21.753748"
"31571","798.12103","-6.7816424","-8.038197","Rural_Amanzi","1.4956666"
"24830","580.6723","-8.980421","-6.9345655","Rural_Akatsi","5.999847"
"24862","416.33923","-10.922375","-9.042726","Rural_Akatsi","3.3266792"
"9354","724.5819","-8.19643","-3.893951","Rural_Hawassa","1.8867223"
"11987","731.7884","-4.26296","-2.8804126","Rural_Kilimani","7.211006"
"3899","764.61456","-3.1275253","-1.402899","Rural_Kilimani","7.201251"
"17075","673.3799","-2.8121266","-6.6012244","Rural_Kilimani","2.76646"
"14261","757.1491","-4.114272","-1.1416315","Rural_Kilimani","1.4599929"
"40226","730.5115","-8.255004","-7.502147","Rural_Akatsi","12.091201"
"36710","608.57294","-6.9258246","-6.4210396","Rural_Akatsi","10.602878"
"26540","441.2696","-11.084579","-8.177839","Rural_Akatsi","9.411427"
"18035","556.58154","-9.49407","-7.749901","Rural_Akatsi","15.1181965"
"34479","408.72238","-9.489564","-7.1237593","Rural_Akatsi","5.356321"
"10853","328.99985","-13.733927","-7.0561905","Rural_Hawassa","11.758385"
"37559","662.96875","-6.538335","-7.3174577","Rural_Amanzi","21.48692"
"17002","303.12317","-13.359955","-6.8399687","Rural_Hawassa","0.5050355"
"26182","700.394","-8.349624","-7.1733103","Rural_Akatsi","1.9536524"
"25668","829.98035","-8.268521","-0.18665317","Rural_Sokoto","7.725165"
"24280","522.3504","-9.859031","-2.9434772","Rural_Hawassa","6.25932"
"16987","432.54065","-10.836766","-7.925581","Rural_Akatsi","10.667967"
"11396","596.96045","-5.4299345","-1.3893852","Rural_Kilimani","26.081364"
"6939","855.2364","-2.73553","-8.015673","Rural_Kilimani","13.283992"
"30879","626.6314","-7.6287127","1.0431066","Rural_Sokoto","19.314589"
"8510","768.90674","-8.8227215","-4.6552305","Rural_Hawassa","5.695223"
"19382","632.4924","-8.746124","-1.5020006","Rural_Sokoto","8.469669"
"16169","643.86774","-9.025477","-1.7587637","Rural_Sokoto","23.342066"
"32932","513.3883","-9.512093","-4.420991","Rural_Hawassa","19.313427"
"11470","603.406","-8.836239","-0.17764394","Rural_Sokoto","4.8836975"
"31850","549.1137","-1.2982138","-6.416535","Rural_Kilimani","6.398175"
"32908","612.5021","-1.2801911","-4.186751","Rural_Kilimani","7.3738832"
"18842","687.5948","-10.151901","-9.267956","Rural_Akatsi","8.772305"
"19736","945.3568","-1.5730611","-1.9164251","Rural_Kilimani","1.0674825"
"15499","320.72507","-14.152957","-7.452596","Rural_Hawassa","4.949014"
"41314","375.8042","-11.742411","-8.659833","Rural_Akatsi","12.344337"
"10189","505.25302","-10.92688","-9.524719","Rural_Akatsi","39.932186"
"2608","817.6941","-4.429671","-1.4344314","Rural_Kilimani","18.070463"
"14695","668.15155","-5.3443265","-0.4434162","Rural_Kilimani","3.270398"
"30789","479.31125","-9.4400015","-5.6057043","Rural_Hawassa","8.776728"
"2348","783.677","-5.9751234","-7.6372857","Rural_Amanzi","24.1422"
"44630","679.1616","-7.308809","-5.664264","Rural_Hawassa","8.133283"
"37929","834.3536","-5.132559","-5.844449","Rural_Kilimani","10.367101"
"13205","507.50168","-9.827491","-2.7497787","Rural_Hawassa","5.0141234"
"14856","674.843","-5.997652","0.16470675","Rural_Sokoto","32.795967"
"44842","648.79944","-9.084052","-2.6461728","Rural_Hawassa","3.5610461"
"6181","628.17474","-6.76362","-2.2272434","Rural_Hawassa","18.625628"
"19892","855.8754","-2.366063","-7.984141","Rural_Kilimani","8.040479"
"41659","782.8814","-3.100491","-3.3128557","Rural_Kilimani","4.0686026"
"884","765.71216","-8.209948","-1.5605606","Rural_Sokoto","15.156538"
"3831","640.91986","-9.196694","-5.0201044","Rural_Hawassa","25.823397"
"11912","428.64127","-11.60724","-8.894073","Rural_Akatsi","13.345416"
"41458","682.3821","-10.832261","-1.2587514","Rural_Sokoto","3.485978"
"11605","1003.4345","-3.5645776","-2.5921173","Rural_Kilimani","23.123165"
"22393","363.24857","-10.5033455","-3.5155632","Rural_Hawassa","8.931987"
"34315","828.5322","-4.348568","-6.6012244","Rural_Kilimani","10.721512"
"38499","680.2488","-5.5020256","-7.23187","Rural_Amanzi","7.1811347"
"44502","276.6052","-11.323381","-8.349014","Rural_Akatsi","6.2444873"
"7949","392.29877","-10.863801","-6.051661","Rural_Hawassa","5.8429794"
"28844","865.6767","-1.8839539","-1.3308252","Rural_Kilimani","4.7197785"
"3125","617.0832","-8.282039","-7.0201535","Rural_Akatsi","24.603285"
"24543","425.1166","-10.030248","-3.7678218","Rural_Hawassa","28.446945"
"21785","724.34436","-6.2950277","-7.2994394","Rural_Amanzi","33.23951"
"38048","709.637","-3.2672017","-2.1191328","Rural_Kilimani","1.0190023"
"44929","759.17444","-5.75885","-5.749852","Rural_Kilimani","8.772279"
"43256","571.6264","-9.309337","-2.700228","Rural_Hawassa","6.7860394"
"12608","241.63023","-11.8054905","-6.4435625","Rural_Hawassa","7.4265685"
"25171","205.86292","-12.684101","-6.4931135","Rural_Hawassa","2.5347846"
"43953","-576.6772","-1.6676806","-6.299415","Rural_Kilimani","33.286556"
"10877","623.46893","-7.475519","-5.1507382","Rural_Hawassa","5.945678"
"24802","649.87897","-5.623679","-2.1641788","Rural_Hawassa","1.7971578"
"36467","760.1914","-4.2539487","-1.2137053","Rural_Kilimani","3.5463595"
"42197","739.4803","-2.866195","-3.1281664","Rural_Kilimani","4.8144636"
"34762","324.78577","-11.016994","-6.191304","Rural_Hawassa","5.94897"
"12048","343.0155","-11.071062","-7.015649","Rural_Hawassa","26.664206"
"42501","587.8492","-7.2502346","-5.186775","Rural_Hawassa","13.920897"
"8156","934.379","-1.4333847","-2.0560682","Rural_Kilimani","1.7503169"
"41225","358.92273","-12.81026","-8.479649","Rural_Akatsi","5.8213706"
"38334","286.18732","-14.071855","-7.46611","Rural_Hawassa","2.1547751"
"13857","725.47546","-8.074777","-4.168732","Rural_Hawassa","5.289767"
"14295","606.73157","-2.3300176","-5.006591","Rural_Kilimani","4.210642"
"15427","289.57983","-14.121417","-7.7769284","Rural_Hawassa","7.264153"
"41024","941.4087","-3.1725821","-7.4616055","Rural_Kilimani","47.578197"
"35874","357.36966","-9.620229","-3.9074647","Rural_Hawassa","15.401091"
"13424","661.64307","-9.0975685","-0.79477614","Rural_Sokoto","6.083312"
"34438","783.41394","-3.35281","-1.402899","Rural_Kilimani","9.942962"
"14092","764.39703","-4.2404313","-2.1551697","Rural_Kilimani","3.0007794"
"7168","658.92554","-7.876526","-1.3488437","Rural_Sokoto","9.220897"
"5847","718.57117","-5.75885","-7.339981","Rural_Amanzi","8.00111"
"8374","882.8078","-4.8441944","-5.6777782","Rural_Kilimani","17.539904"
"7175","565.0046","-6.907802","-0.75873923","Rural_Sokoto","8.778391"
"14848","440.38754","-10.156406","-7.52467","Rural_Akatsi","4.3889933"
"19297","680.658","-9.241751","-4.6822586","Rural_Hawassa","6.6492567"
"19425","731.3761","-7.2367177","-7.1012363","Rural_Akatsi","44.89459"
"28777","488.46014","-7.0519843","-3.975034","Rural_Hawassa","10.768364"
"14189","875.1697","-1.9154938","-2.0155268","Rural_Kilimani","0.9729097"
"37880","684.38824","-4.5918756","-0.5560316","Rural_Kilimani","3.5154161"
"16711","498.5915","-1.1044691","-3.3128557","Rural_Kilimani","12.230188"
"853","562.77136","-6.200408","-2.8488803","Rural_Hawassa","7.9385934"
"43921","458.29102","-12.621021","-8.885064","Rural_Akatsi","6.227432"
"44305","837.0132","-4.55583","-3.3533971","Rural_Kilimani","3.4069543"
"30860","835.15094","-3.8709648","-4.258825","Rural_Kilimani","8.7935095"
"35042","317.6713","-12.999499","-6.556178","Rural_Hawassa","11.950118"
"18515","605.04285","-1.8704369","-3.4434896","Rural_Kilimani","2.928153"
"15239","692.51575","-9.33637","-4.8128924","Rural_Hawassa","6.2819767"
"7336","622.3093","-6.583392","-2.1551697","Rural_Hawassa","10.346278"
"37642","681.86475","-6.966376","-7.200338","Rural_Akatsi","6.0851283"
"13168","535.9712","-5.844458","-1.6371391","Rural_Hawassa","10.1466875"
"27146","567.9796","-7.9351","-3.5606093","Rural_Hawassa","3.4237268"
"22678","544.7251","-6.8672504","-1.7407452","Rural_Sokoto","14.144229"
"12958","130.45479","-12.562447","-6.276892","Rural_Hawassa","3.4851966"
"19931","617.6244","-7.0429726","-5.470566","Rural_Hawassa","1.604985"
"15107","876.63837","-3.7357938","-2.8038342","Rural_Kilimani","7.5542545"
"37509","713.039","-7.831469","-7.011144","Rural_Akatsi","5.7504606"
"1710","744.7898","-4.3395567","-2.3758957","Rural_Kilimani","20.52851"
"38933","476.3871","-7.5295877","-1.4794775","Rural_Sokoto","4.8514085"
"41495","783.3612","-1.8929653","-7.141778","Rural_Kilimani","23.84276"
"38323","855.6666","-3.8394248","-1.8218282","Rural_Kilimani","11.084231"
"26701","602.3666","-6.7681255","-1.8533605","Rural_Hawassa","16.265833"
"5223","237.2236","-12.684101","-7.6237717","Rural_Akatsi","6.9220257"
"36577","586.7697","-8.282039","-4.736314","Rural_Hawassa","8.489628"
"42779","737.8809","-3.145548","-2.9795141","Rural_Kilimani","18.07428"
"22667","977.853","-4.763092","-3.929988","Rural_Kilimani","29.059856"
"8726","697.63086","-7.520576","-5.6417413","Rural_Hawassa","1.6828007"
"42417","638.4171","-3.4924865","-6.3759933","Rural_Kilimani","21.675152"
"27627","534.42596","-1.0684235","-5.7678704","Rural_Kilimani","12.494922"
"39446","595.4138","-10.327623","-9.655353","Rural_Akatsi","15.955556"
"38066","828.1254","-3.9881127","-5.434529","Rural_Kilimani","21.64524"
"31504","577.2653","-2.1227558","-4.9255075","Rural_Kilimani","14.279745"
"8647","549.3214","-2.1813297","-5.047132","Rural_Kilimani","28.582405"
"35118","640.9936","-7.25474","-5.6372366","Rural_Hawassa","5.920703"
"33432","824.7461","-4.6098986","-6.2363505","Rural_Kilimani","79.86596"
"1219","657.6477","-9.710343","-1.6686714","Rural_Sokoto","17.057997"
"5488","725.93304","-8.592931","0.1466883","Rural_Sokoto","7.6909895"
"11847","885.3574","-7.2637515","-6.709335","Rural_Akatsi","8.742047"
"36641","841.27527","-3.7988737","-5.700301","Rural_Kilimani","10.905564"
"17515","744.4219","-9.809468","-0.5380131","Rural_Sokoto","3.1670716"
"32458","466.4494","-9.453519","-3.857914","Rural_Hawassa","3.8758826"
"18216","777.3204","-4.2899942","-1.4074037","Rural_Kilimani","8.8287325"
"16922","758.7988","-10.287072","0.67372817","Rural_Sokoto","2.1231136"
"9459","402.7659","-11.809997","-5.4210153","Rural_Hawassa","5.485953"
"16243","596.8644","-7.3043027","-2.479502","Rural_Hawassa","2.7048478"
"39835","364.08893","-13.2112665","-6.754381","Rural_Hawassa","1.6150832"
"15842","279.32495","-12.967959","-6.885015","Rural_Hawassa","8.116024"
"5991","796.9364","-7.718827","1.3494203","Rural_Sokoto","2.4565694"
"1704","578.7975","-2.5237625","-6.4705906","Rural_Kilimani","37.53732"
"42196","584.62866","-14.07636","-6.335452","Rural_Hawassa","16.131746"
"39260","757.1625","-2.7850926","-3.3984432","Rural_Kilimani","2.537175"
"32485","641.51117","-8.245993","-5.961569","Rural_Hawassa","35.445957"
"4326","340.24576","-11.764939","-8.484153","Rural_Akatsi","9.566298"
"39998","746.4594","-5.4930143","-5.749852","Rural_Kilimani","20.052147"
"22385","335.736","-11.566689","-6.8760056","Rural_Hawassa","7.187056"
"35166","647.804","-8.191924","-2.0830958","Rural_Sokoto","11.7817135"
"20265","728.1969","-4.105261","-5.8354397","Rural_Kilimani","9.62226"
"37132","872.8219","-8.061259","-8.114775","Rural_Akatsi","8.160593"
"7625","668.52686","-2.0461588","-3.9164739","Rural_Kilimani","3.3651302"
"20251","588.61615","-7.0429726","-1.9659759","Rural_Sokoto","10.344858"
"4524","641.7104","-6.862745","-5.7453475","Rural_Amanzi","9.344527"
